Freq.	V(2)
2.04658598456150e+002	(-2.15842283090623e+001dB,-6.75342097617708e-001°)
2.09425709610179e+002	(-2.15842567437994e+001dB,-6.91071327627786e-001°)
2.14303861047521e+002	(-2.15842865184248e+001dB,-7.07166830614604e-001°)
2.19295639228636e+002	(-2.15843176960663e+001dB,-7.23637130459547e-001°)
2.24403690860392e+002	(-2.15843503428249e+001dB,-7.40490949039325e-001°)
2.29630724299376e+002	(-2.15843845279148e+001dB,-7.57737210798463e-001°)
2.34979510987905e+002	(-2.15844203238099e+001dB,-7.75385047425485e-001°)
2.40452886923482e+002	(-2.15844578063974e+001dB,-7.93443802635006e-001°)
2.46053754162476e+002	(-2.15844970551381e+001dB,-8.11923037057978e-001°)
2.51785082358833e+002	(-2.15845381532347e+001dB,-8.30832533242380e-001°)
2.57649910338626e+002	(-2.15845811878082e+001dB,-8.50182300766683e-001°)
2.63651347711281e+002	(-2.15846262500816e+001dB,-8.69982581468448e-001°)
2.69792576518330e+002	(-2.15846734355733e+001dB,-8.90243854790450e-001°)
2.76076852920576e+002	(-2.15847228442993e+001dB,-9.10976843246774e-001°)
2.82507508924550e+002	(-2.15847745809844e+001dB,-9.32192518011340e-001°)
2.89087954149185e+002	(-2.15848287552837e+001dB,-9.53902104631364e-001°)
2.95821677633641e+002	(-2.15848854820148e+001dB,-9.76117088868300e-001°)
3.02712249687241e+002	(-2.15849448814002e+001dB,-9.98849222668815e-001°)
3.09763323782495e+002	(-2.15850070793217e+001dB,-1.02211053026841e+000°)
3.16978638492222e+002	(-2.15850722075862e+001dB,-1.04591331443034e+000°)
3.24362019471785e+002	(-2.15851404042044e+001dB,-1.07027016282239e+000°)
3.31917381487511e+002	(-2.15852118136825e+001dB,-1.09519395453439e+000°)
3.39648730492348e+002	(-2.15852865873271e+001dB,-1.12069786673894e+000°)
3.47560165749874e+002	(-2.15853648835653e+001dB,-1.14679538149830e+000°)
3.55655882007783e+002	(-2.15854468682785e+001dB,-1.17350029271999e+000°)
3.63940171721995e+002	(-2.15855327151535e+001dB,-1.20082671326411e+000°)
3.72417427332572e+002	(-2.15856226060484e+001dB,-1.22878908220496e+000°)
3.81092143592648e+002	(-2.15857167313764e+001dB,-1.25740217224984e+000°)
3.89968919951608e+002	(-2.15858152905081e+001dB,-1.28668109731786e+000°)
3.99052462993775e+002	(-2.15859184921913e+001dB,-1.31664132028158e+000°)
4.08347588933904e+002	(-2.15860265549916e+001dB,-1.34729866087424e+000°)
4.17859226170806e+002	(-2.15861397077529e+001dB,-1.37866930376543e+000°)
4.27592417900445e+002	(-2.15862581900798e+001dB,-1.41076980680799e+000°)
4.37552324789909e+002	(-2.15863822528424e+001dB,-1.44361710945898e+000°)
4.47744227713666e+002	(-2.15865121587044e+001dB,-1.47722854137735e+000°)
4.58173530553553e+002	(-2.15866481826765e+001dB,-1.51162183120127e+000°)
4.68845763063983e+002	(-2.15867906126947e+001dB,-1.54681511550758e+000°)
4.79766583803896e+002	(-2.15869397502266e+001dB,-1.58282694795630e+000°)
4.90941783137004e+002	(-2.15870959109049e+001dB,-1.61967630862249e+000°)
5.02377286301914e+002	(-2.15872594251912e+001dB,-1.65738261351842e+000°)
5.14079156553771e+002	(-2.15874306390701e+001dB,-1.69596572430810e+000°)
5.26053598379074e+002	(-2.15876099147763e+001dB,-1.73544595821702e+000°)
5.38306960785381e+002	(-2.15877976315548e+001dB,-1.77584409813906e+000°)
5.50845740667631e+002	(-2.15879941864565e+001dB,-1.81718140294304e+000°)
5.63676586252888e+002	(-2.15881999951713e+001dB,-1.85947961798090e+000°)
5.76806300625319e+002	(-2.15884154928991e+001dB,-1.90276098579949e+000°)
5.90241845333275e+002	(-2.15886411352617e+001dB,-1.94704825705784e+000°)
6.03990344080401e+002	(-2.15888773992566e+001dB,-1.99236470165160e+000°)
6.18059086502716e+002	(-2.15891247842552e+001dB,-2.03873412004605e+000°)
6.32455532033673e+002	(-2.15893838130470e+001dB,-2.08618085481908e+000°)
6.47187313859254e+002	(-2.15896550329319e+001dB,-2.13472980241511e+000°)
6.62262242965179e+002	(-2.15899390168633e+001dB,-2.18440642511089e+000°)
6.77688312278402e+002	(-2.15902363646435e+001dB,-2.23523676319364e+000°)
6.93473700905060e+002	(-2.15905477041740e+001dB,-2.28724744735184e+000°)
7.09626778467148e+002	(-2.15908736927643e+001dB,-2.34046571127870e+000°)
7.26156109540200e+002	(-2.15912150184993e+001dB,-2.39491940448776e+000°)
7.43070458194342e+002	(-2.15915724016708e+001dB,-2.45063700533995e+000°)
7.60378792641119e+002	(-2.15919465962741e+001dB,-2.50764763428094e+000°)
7.78090289988558e+002	(-2.15923383915727e+001dB,-2.56598106728701e+000°)
7.96214341106991e+002	(-2.15927486137348e+001dB,-2.62566774951742e+000°)
8.14760555608222e+002	(-2.15931781275452e+001dB,-2.68673880917056e+000°)
8.33738766940667e+002	(-2.15936278381939e+001dB,-2.74922607154064e+000°)
8.53159037603181e+002	(-2.15940986931466e+001dB,-2.81316207327101e+000°)
8.73031664480328e+002	(-2.15945916841010e+001dB,-2.87858007679963e+000°)
8.93367184301922e+002	(-2.15951078490299e+001dB,-2.94551408499133e+000°)
9.14176379229746e+002	(-2.15956482743187e+001dB,-3.01399885595079e+000°)
9.35470282574392e+002	(-2.15962140969980e+001dB,-3.08406991800938e+000°)
9.57260184645272e+002	(-2.15968065070776e+001dB,-3.15576358487784e+000°)
9.79557638736888e+002	(-2.15974267499847e+001dB,-3.22911697095620e+000°)
1.00237446725454e+003	(-2.15980761291124e+001dB,-3.30416800679072e+000°)
1.02572276798272e+003	(-2.15987560084810e+001dB,-3.38095545466703e+000°)
1.04961492049954e+003	(-2.15994678155195e+001dB,-3.45951892432704e+000°)
1.07406359274050e+003	(-2.16002130439695e+001dB,-3.53989888879600e+000°)
1.09908174771524e+003	(-2.16009932569189e+001dB,-3.62213670030465e+000°)
1.12468265038069e+003	(-2.16018100899695e+001dB,-3.70627460628985e+000°)
1.15087987467431e+003	(-2.16026652545441e+001dB,-3.79235576545553e+000°)
1.17768731071117e+003	(-2.16035605413396e+001dB,-3.88042426387386e+000°)
1.20511917214871e+003	(-2.16044978239309e+001dB,-3.97052513110480e+000°)
1.23319000372296e+003	(-2.16054790625317e+001dB,-4.06270435631018e+000°)
1.26191468896038e+003	(-2.16065063079200e+001dB,-4.15700890433621e+000°)
1.29130845806930e+003	(-2.16075817055325e+001dB,-4.25348673173610e+000°)
1.32138689601518e+003	(-2.16087074997362e+001dB,-4.35218680270193e+000°)
1.35216595078396e+003	(-2.16098860382826e+001dB,-4.45315910487251e+000°)
1.38366194183787e+003	(-2.16111197769531e+001dB,-4.55645466498071e+000°)
1.41589156876827e+003	(-2.16124112844012e+001dB,-4.66212556430135e+000°)
1.44887192014997e+003	(-2.16137632471997e+001dB,-4.77022495385710e+000°)
1.48262048260183e+003	(-2.16151784750997e+001dB,-4.88080706933666e+000°)
1.51715515005836e+003	(-2.16166599065098e+001dB,-4.99392724567590e+000°)
1.55249423325738e+003	(-2.16182106142029e+001dB,-5.10964193124880e+000°)
1.58865646944855e+003	(-2.16198338112575e+001dB,-5.22800870161094e+000°)
1.62566103232819e+003	(-2.16215328572436e+001dB,-5.34908627273402e+000°)
1.66352754220533e+003	(-2.16233112646592e+001dB,-5.47293451366548e+000°)
1.70227607640474e+003	(-2.16251727056271e+001dB,-5.59961445854217e+000°)
1.74192717991215e+003	(-2.16271210188584e+001dB,-5.72918831788221e+000°)
1.78250187626748e+003	(-2.16291602168935e+001dB,-5.86171948907361e+000°)
1.82402167871181e+003	(-2.16312944936263e+001dB,-5.99727256597272e+000°)
1.86650860159397e+003	(-2.16335282321214e+001dB,-6.13591334751932e+000°)
1.90998517204286e+003	(-2.16358660127319e+001dB,-6.27770884526911e+000°)
1.95447444191161e+003	(-2.16383126215253e+001dB,-6.42272728973760e+000°)
1.99999999999999e+003	(-2.16408730590267e+001dB,-6.57103813544236e+000°)
2.04658598456150e+003	(-2.16435525492851e+001dB,-6.72271206452347e+000°)
2.09425709610179e+003	(-2.16463565492722e+001dB,-6.87782098881407e+000°)
2.14303861047520e+003	(-2.16492907586185e+001dB,-7.03643805022521e+000°)
2.19295639228636e+003	(-2.16523611296952e+001dB,-7.19863761930057e+000°)
2.24403690860391e+003	(-2.16555738780471e+001dB,-7.36449529178795e+000°)
2.29630724299375e+003	(-2.16589354931819e+001dB,-7.53408788306561e+000°)
2.34979510987905e+003	(-2.16624527497212e+001dB,-7.70749342025165e+000°)
2.40452886923481e+003	(-2.16661327189173e+001dB,-7.88479113181534e+000°)
2.46053754162475e+003	(-2.16699827805386e+001dB,-8.06606143449892e+000°)
2.51785082358832e+003	(-2.16740106351264e+001dB,-8.25138591734824e+000°)
2.57649910338625e+003	(-2.16782243166234e+001dB,-8.44084732263969e+000°)
2.63651347711280e+003	(-2.16826322053748e+001dB,-8.63452952348031e+000°)
2.69792576518329e+003	(-2.16872430414988e+001dB,-8.83251749784640e+000°)
2.76076852920575e+003	(-2.16920659386256e+001dB,-9.03489729881516e+000°)
2.82507508924549e+003	(-2.16971103979968e+001dB,-9.24175602073198e+000°)
2.89087954149184e+003	(-2.17023863229217e+001dB,-9.45318176104485e+000°)
2.95821677633640e+003	(-2.17079040335779e+001dB,-9.66926357752566e+000°)
3.02712249687240e+003	(-2.17136742821479e+001dB,-9.89009144058694e+000°)
3.09763323782494e+003	(-2.17197082682746e+001dB,-1.01157561803910e+001°)
3.16978638492221e+003	(-2.17260176548212e+001dB,-1.03463494284381e+001°)
3.24362019471784e+003	(-2.17326145839139e+001dB,-1.05819635533087e+001°)
3.31917381487510e+003	(-2.17395116932435e+001dB,-1.08226915902262e+001°)
3.39648730492347e+003	(-2.17467221326005e+001dB,-1.10686271640952e+001°)
3.47560165749873e+003	(-2.17542595806107e+001dB,-1.13198644056647e+001°)
3.55655882007782e+003	(-2.17621382616364e+001dB,-1.15764978604544e+001°)
3.63940171721994e+003	(-2.17703729628037e+001dB,-1.18386223900792e+001°)
3.72417427332571e+003	(-2.17789790511096e+001dB,-1.21063330656005e+001°)
3.81092143592647e+003	(-2.17879724905606e+001dB,-1.23797250525302e+001°)
3.89968919951606e+003	(-2.17973698592840e+001dB,-1.26588934871113e+001°)
3.99052462993773e+003	(-2.18071883665529e+001dB,-1.29439333435012e+001°)
4.08347588933903e+003	(-2.18174458696557e+001dB,-1.32349392914866e+001°)
4.17859226170805e+003	(-2.18281608905340e+001dB,-1.35320055443645e+001°)
4.27592417900444e+003	(-2.18393526321095e+001dB,-1.38352256966357e+001°)
4.37552324789908e+003	(-2.18510409942095e+001dB,-1.41446925511668e+001°)
4.47744227713665e+003	(-2.18632465889948e+001dB,-1.44604979354978e+001°)
4.58173530553552e+003	(-2.18759907557854e+001dB,-1.47827325069907e+001°)
4.68845763063981e+003	(-2.18892955751726e+001dB,-1.51114855465417e+001°)
4.79766583803895e+003	(-2.19031838822957e+001dB,-1.54468447406124e+001°)
4.90941783137003e+003	(-2.19176792791552e+001dB,-1.57888959513702e+001°)
5.02377286301913e+003	(-2.19328061458249e+001dB,-1.61377229747730e+001°)
5.14079156553769e+003	(-2.19485896504167e+001dB,-1.64934072864822e+001°)
5.26053598379073e+003	(-2.19650557576449e+001dB,-1.68560277755451e+001°)
5.38306960785379e+003	(-2.19822312358264e+001dB,-1.72256604658509e+001°)
5.50845740667629e+003	(-2.20001436621475e+001dB,-1.76023782254370e+001°)
5.63676586252887e+003	(-2.20188214260193e+001dB,-1.79862504638013e+001°)
5.76806300625317e+003	(-2.20382937303357e+001dB,-1.83773428174644e+001°)
5.90241845333273e+003	(-2.20585905904457e+001dB,-1.87757168241221e+001°)
6.03990344080399e+003	(-2.20797428306394e+001dB,-1.91814295858333e+001°)
6.18059086502713e+003	(-2.21017820779507e+001dB,-1.95945334218010e+001°)
6.32455532033671e+003	(-2.21247407530686e+001dB,-2.00150755114293e+001°)
6.47187313859252e+003	(-2.21486520581534e+001dB,-2.04430975284666e+001°)
6.62262242965177e+003	(-2.21735499613490e+001dB,-2.08786352671836e+001°)
6.77688312278400e+003	(-2.21994691777869e+001dB,-2.13217182616848e+001°)
6.93473700905058e+003	(-2.22264451468801e+001dB,-2.17723693995986e+001°)
7.09626778467146e+003	(-2.22545140057085e+001dB,-2.22306045315537e+001°)
7.26156109540197e+003	(-2.22837125583099e+001dB,-2.26964320780119e+001°)
7.43070458194339e+003	(-2.23140782406968e+001dB,-2.31698526351915e+001°)
7.60378792641117e+003	(-2.23456490814347e+001dB,-2.36508585819858e+001°)
7.78090289988555e+003	(-2.23784636576349e+001dB,-2.41394336899481e+001°)
7.96214341106988e+003	(-2.24125610462320e+001dB,-2.46355527385798e+001°)
8.14760555608219e+003	(-2.24479807704415e+001dB,-2.51391811383197e+001°)
8.33738766940664e+003	(-2.24847627413173e+001dB,-2.56502745637868e+001°)
8.53159037603179e+003	(-2.25229471943598e+001dB,-2.61687785999710e+001°)
8.73031664480325e+003	(-2.25625746211582e+001dB,-2.66946284042006e+001°)
8.93367184301919e+003	(-2.26036856960855e+001dB,-2.72277483868269e+001°)
9.14176379229743e+003	(-2.26463211981074e+001dB,-2.77680519136637e+001°)
9.35470282574389e+003	(-2.26905219278061e+001dB,-2.83154410332943e+001°)
9.57260184645269e+003	(-2.27363286197671e+001dB,-2.88698062324016e+001°)
9.79557638736884e+003	(-2.27837818505256e+001dB,-2.94310262223006e+001°)
1.00237446725454e+004	(-2.28329219423174e+001dB,-2.99989677598325e+001°)
1.02572276798272e+004	(-2.28837888629330e+001dB,-3.05734855057354e+001°)
1.04961492049954e+004	(-2.29364221220255e+001dB,-3.11544219235162e+001°)
1.07406359274050e+004	(-2.29908606642751e+001dB,-3.17416072217212e+001°)
1.09908174771524e+004	(-2.30471427598667e+001dB,-3.23348593423352e+001°)
1.12468265038069e+004	(-2.31053058927898e+001dB,-3.29339839978254e+001°)
1.15087987467430e+004	(-2.31653866475154e+001dB,-3.35387747590911e+001°)
1.17768731071117e+004	(-2.32274205946565e+001dB,-3.41490131962835e+001°)
1.20511917214871e+004	(-2.32914421762572e+001dB,-3.47644690741145e+001°)
1.23319000372295e+004	(-2.33574845913971e+001dB,-3.53849006028988e+001°)
1.26191468896038e+004	(-2.34255796828265e+001dB,-3.60100547461498e+001°)
1.29130845806930e+004	(-2.34957578253790e+001dB,-3.66396675851025e+001°)
1.32138689601518e+004	(-2.35680478169208e+001dB,-3.72734647400517e+001°)
1.35216595078395e+004	(-2.36424767726141e+001dB,-3.79111618478949e+001°)
1.38366194183786e+004	(-2.37190700232680e+001dB,-3.85524650947435e+001°)
1.41589156876826e+004	(-2.37978510185467e+001dB,-3.91970718019380e+001°)
1.44887192014997e+004	(-2.38788412357903e+001dB,-3.98446710632684e+001°)
1.48262048260182e+004	(-2.39620600951732e+001dB,-4.04949444306717e+001°)
1.51715515005835e+004	(-2.40475248818951e+001dB,-4.11475666451669e+001°)
1.55249423325737e+004	(-2.41352506760513e+001dB,-4.18022064092954e+001°)
1.58865646944855e+004	(-2.42252502907762e+001dB,-4.24585271968704e+001°)
1.62566103232818e+004	(-2.43175342191944e+001dB,-4.31161880954232e+001°)
1.66352754220533e+004	(-2.44121105906383e+001dB,-4.37748446763515e+001°)
1.70227607640474e+004	(-2.45089851365215e+001dB,-4.44341498874564e+001°)
1.74192717991215e+004	(-2.46081611661683e+001dB,-4.50937549622891e+001°)
1.78250187626748e+004	(-2.47096395528163e+001dB,-4.57533103405295e+001°)
1.82402167871180e+004	(-2.48134187299183e+001dB,-4.64124665934860e+001°)
1.86650860159397e+004	(-2.49194946977752e+001dB,-4.70708753487462e+001°)
1.90998517204286e+004	(-2.50278610404425e+001dB,-4.77281902080154e+001°)
1.95447444191160e+004	(-2.51385089527559e+001dB,-4.83840676522664e+001°)
1.99999999999998e+004	(-2.52514272772383e+001dB,-4.90381679284685e+001°)
2.04658598456149e+004	(-2.53666025505581e+001dB,-4.96901559123898e+001°)
2.09425709610178e+004	(-2.54840190591323e+001dB,-5.03397019422404e+001°)
2.14303861047519e+004	(-2.56036589033918e+001dB,-5.09864826182694e+001°)
2.19295639228635e+004	(-2.57255020701568e+001dB,-5.16301815638131e+001°)
2.24403690860391e+004	(-2.58495265125130e+001dB,-5.22704901437302e+001°)
2.29630724299375e+004	(-2.59757082365270e+001dB,-5.29071081366267e+001°)
2.34979510987904e+004	(-2.61040213940963e+001dB,-5.35397443577752e+001°)
2.40452886923480e+004	(-2.62344383811991e+001dB,-5.41681172301500e+001°)
2.46053754162474e+004	(-2.63669299407841e+001dB,-5.47919553015306e+001°)
2.51785082358831e+004	(-2.65014652695284e+001dB,-5.54109977061604e+001°)
2.57649910338625e+004	(-2.66380121276877e+001dB,-5.60249945699746e+001°)
2.63651347711279e+004	(-2.67765369512655e+001dB,-5.66337073589307e+001°)
2.69792576518328e+004	(-2.69170049657457e+001dB,-5.72369091704702e+001°)
2.76076852920574e+004	(-2.70593803006499e+001dB,-5.78343849686154e+001°)
2.82507508924548e+004	(-2.72036261042102e+001dB,-5.84259317636460e+001°)
2.89087954149183e+004	(-2.73497046574846e+001dB,-5.90113587377087e+001°)
2.95821677633639e+004	(-2.74975774872773e+001dB,-5.95904873180833e+001°)
3.02712249687239e+004	(-2.76472054772751e+001dB,-6.01631512001568e+001°)
3.09763323782493e+004	(-2.77985489768551e+001dB,-6.07291963224440e+001°)
3.16978638492220e+004	(-2.79515679070707e+001dB,-6.12884807962356e+001°)
3.24362019471783e+004	(-2.81062218633749e+001dB,-6.18408747926561e+001°)
3.31917381487509e+004	(-2.82624702146915e+001dB,-6.23862603900693e+001°)
3.39648730492346e+004	(-2.84202721984992e+001dB,-6.29245313848849e+001°)
3.47560165749872e+004	(-2.85795870116466e+001dB,-6.34555930688987e+001°)
3.55655882007781e+004	(-2.87403738966646e+001dB,-6.39793619763339e+001°)
3.63940171721993e+004	(-2.89025922233954e+001dB,-6.44957656037596e+001°)
3.72417427332570e+004	(-2.90662015658034e+001dB,-6.50047421060320e+001°)
3.81092143592646e+004	(-2.92311617738776e+001dB,-6.55062399713542e+001°)
3.89968919951605e+004	(-2.93974330405789e+001dB,-6.60002176784631e+001°)
3.99052462993772e+004	(-2.95649759638212e+001dB,-6.64866433388585e+001°)
4.08347588933902e+004	(-2.97337516035147e+001dB,-6.69654943268626e+001°)
4.17859226170804e+004	(-2.99037215337293e+001dB,-6.74367569001669e+001°)
4.27592417900442e+004	(-3.00748478900643e+001dB,-6.79004258133762e+001°)
4.37552324789906e+004	(-3.02470934123389e+001dB,-6.83565039269012e+001°)
4.47744227713664e+004	(-3.04204214827356e+001dB,-6.88050018133909e+001°)
4.58173530553550e+004	(-3.05947961595513e+001dB,-6.92459373637280e+001°)
4.68845763063980e+004	(-3.07701822067243e+001dB,-6.96793353944440e+001°)
4.79766583803894e+004	(-3.09465451193176e+001dB,-7.01052272582410e+001°)
4.90941783137001e+004	(-3.11238511451505e+001dB,-7.05236504591434e+001°)
5.02377286301911e+004	(-3.13020673027763e+001dB,-7.09346482736413e+001°)
5.14079156553768e+004	(-3.14811613960103e+001dB,-7.13382693790276e+001°)
5.26053598379071e+004	(-3.16611020252122e+001dB,-7.17345674899848e+001°)
5.38306960785378e+004	(-3.18418585955320e+001dB,-7.21236010043289e+001°)
5.50845740667628e+004	(-3.20234013223245e+001dB,-7.25054326586855e+001°)
5.63676586252885e+004	(-3.22057012339354e+001dB,-7.28801291947427e+001°)
5.76806300625316e+004	(-3.23887301720599e+001dB,-7.32477610366059e+001°)
5.90241845333271e+004	(-3.25724607898696e+001dB,-7.36084019796701e+001°)
6.00000000000000e+004	(-3.27037131452801e+001dB,-7.38610040114904e+001°)
